"ens_gene"	"most_sig_transcript"	"pval"	"qval"	"num_transcripts"	"list_of_transcripts"
"46"	"ENSG00000004534"	"ENST00000454079"	0.00454763823827913	0.0323716796111424	20	"ENST00000454079, ENST00000425608, ENST00000442092, ENST00000422955, ENST00000266022, ENST00000441115, ENST00000446471, ENST00000419610, ENST00000421682, ENST00000433811, ENST00000434592, ENST00000438912, ENST00000443081, ENST00000464013, ENST00000466247, ENST00000478026, ENST00000483350, ENST00000488807, ENST00000491874, ENST00000493652"
"47"	"ENSG00000004660"	"ENST00000348335"	0.518303444575894	0.877742325621529	4	"ENST00000348335, ENST00000381769, ENST00000158166, ENST00000573483"
"48"	"ENSG00000004700"	"ENST00000444129"	0.00142671002630647	0.0115318226022201	8	"ENST00000444129, ENST00000421138, ENST00000314748, ENST00000396093, ENST00000536964, ENST00000542432, ENST00000536240, ENST00000539672"
"49"	"ENSG00000004766"	"ENST00000305866"	1.03209031555354e-08	1.639475146328e-07	20	"ENST00000305866, ENST00000544910, ENST00000458707, ENST00000251739, ENST00000436177, ENST00000438395, ENST00000441602, ENST00000443443, ENST00000458530, ENST00000467326, ENST00000471188, ENST00000474412, ENST00000476413, ENST00000477572, ENST00000477935, ENST00000480943, ENST00000484954, ENST00000485140, ENST00000485994, ENST00000495039"
"50"	"ENSG00000004776"	"ENST00000004982"	3.21912909575965e-06	3.98849783636855e-05	3	"ENST00000004982, ENST00000587965, ENST00000592984"
"51"	"ENSG00000004777"	"ENST00000587447"	0.00574288268105882	0.0396729607698651	13	"ENST00000587447, ENST00000378944, ENST00000314737, ENST00000007510, ENST00000221905, ENST00000586918, ENST00000587984, ENST00000588248, ENST00000589133, ENST00000590893, ENST00000591438, ENST00000593034, ENST00000601474"
"52"	"ENSG00000004779"	"ENST00000007516"	0.834483446283084	0.977822335645316	5	"ENST00000007516, ENST00000484769, ENST00000562133, ENST00000567761, ENST00000570319"
"53"	"ENSG00000004799"	"ENST00000005178"	5.8844914734453e-17	1.64601946264577e-15	5	"ENST00000005178, ENST00000468445, ENST00000473301, ENST00000473796, ENST00000498190"
"54"	"ENSG00000004809"	"ENST00000461487"	0.354402146893354	0.782320939684733	8	"ENST00000461487, ENST00000330550, ENST00000368919, ENST00000424139, ENST00000434949, ENST00000437378, ENST00000451557, ENST00000460159"
"55"	"ENSG00000004864"	"ENST00000265631"	0.0252500501957458	0.137229697982924	8	"ENST00000265631, ENST00000416240, ENST00000472162, ENST00000484495, ENST00000487710, ENST00000490072, ENST00000492869, ENST00000494085"
"56"	"ENSG00000004866"	"ENST00000265437"	0.0551148380738296	0.251611309673771	30	"ENST00000265437, ENST00000323984, ENST00000393446, ENST00000417919, ENST00000393444, ENST00000393447, ENST00000393443, ENST00000393449, ENST00000393451, ENST00000420755, ENST00000421345, ENST00000422922, ENST00000432298, ENST00000434836, ENST00000438863, ENST00000443979, ENST00000446490, ENST00000449366, ENST00000462544, ENST00000464020, ENST00000465133, ENST00000465641, ENST00000467538, ENST00000477742, ENST00000485394, ENST00000487459, ENST00000489293, ENST00000490039, ENST00000543837, ENST00000619382"
"57"	"ENSG00000004897"	"ENST00000066544"	4.27051394457093e-16	1.13566417794259e-14	19	"ENST00000066544, ENST00000527547, ENST00000533415, ENST00000570740, ENST00000531206, ENST00000575483, ENST00000571643, ENST00000573550, ENST00000525495, ENST00000526866, ENST00000528147, ENST00000528748, ENST00000532575, ENST00000532893, ENST00000570818, ENST00000573502, ENST00000574304, ENST00000575830, ENST00000576484"
"58"	"ENSG00000004961"	"ENST00000380762"	0.0403430251572916	0.198385790632896	3	"ENST00000380762, ENST00000321143, ENST00000380763"
"59"	"ENSG00000004975"	"ENST00000005340"	2.89996738896252e-10	5.24378365728245e-09	15	"ENST00000005340, ENST00000575458, ENST00000575756, ENST00000574143, ENST00000571745, ENST00000572285, ENST00000573354, ENST00000574591, ENST00000574642, ENST00000575086, ENST00000576285, ENST00000576439, ENST00000576840, ENST00000576949, ENST00000577154"
"60"	"ENSG00000005007"	"ENST00000262803"	0.495436244861351	0.86861098114612	13	"ENST00000262803, ENST00000596842, ENST00000599848, ENST00000594243, ENST00000594504, ENST00000598209, ENST00000598471, ENST00000600012, ENST00000600310, ENST00000600689, ENST00000600868, ENST00000601689, ENST00000601981"
"61"	"ENSG00000005020"	"ENST00000345317"	1.12463941984909e-17	3.25237850283107e-16	9	"ENST00000345317, ENST00000495802, ENST00000497511, ENST00000432747, ENST00000468712, ENST00000481204, ENST00000487720, ENST00000489977, ENST00000490456"
"62"	"ENSG00000005022"	"ENST00000317881"	3.1408976660618e-29	1.54171744154537e-27	4	"ENST00000317881, ENST00000463551, ENST00000460013, ENST00000475354"
"63"	"ENSG00000005059"	"ENST00000394650"	2.71651380127682e-10	4.91726420863407e-09	5	"ENST00000394650, ENST00000515114, ENST00000452915, ENST00000472310, ENST00000494604"
"64"	"ENSG00000005075"	"ENST00000292614"	0.352834489723614	0.780900340398725	2	"ENST00000292614, ENST00000393794"
"65"	"ENSG00000005100"	"ENST00000575153"	0.476547316772802	0.859697517192163	5	"ENST00000575153, ENST00000574023, ENST00000572490, ENST00000225296, ENST00000433302"
"66"	"ENSG00000005108"	"ENST00000423059"	0.000460651954391472	0.00414870112527082	5	"ENST00000423059, ENST00000408005, ENST00000480061, ENST00000497575, ENST00000617773"
"67"	"ENSG00000005156"	"ENST00000262327"	1.9294987073779e-05	0.000214437565082586	16	"ENST00000262327, ENST00000378526, ENST00000586119, ENST00000586407, ENST00000590630, ENST00000590181, ENST00000593099, ENST00000585370, ENST00000585740, ENST00000585941, ENST00000586058, ENST00000586435, ENST00000588109, ENST00000588713, ENST00000592244, ENST00000592690"
"68"	"ENSG00000005175"	"ENST00000380650"	0.106784494844401	0.404059029631642	7	"ENST00000380650, ENST00000547706, ENST00000551293, ENST00000005386, ENST00000432584, ENST00000548211, ENST00000548296"
"69"	"ENSG00000005189"	"ENST00000566993"	0.956805692279979	0.995309548513604	19	"ENST00000566993, ENST00000261377, ENST00000348433, ENST00000561474, ENST00000563045, ENST00000563068, ENST00000563617, ENST00000564200, ENST00000564274, ENST00000565340, ENST00000566276, ENST00000566518, ENST00000567297, ENST00000568046, ENST00000568334, ENST00000568476, ENST00000568501, ENST00000568647, ENST00000568894"
"70"	"ENSG00000005194"	"ENST00000568940"	0.00341409702277872	0.0251625775826687	15	"ENST00000568940, ENST00000394391, ENST00000569979, ENST00000569370, ENST00000567518, ENST00000565786, ENST00000566284, ENST00000563341, ENST00000563561, ENST00000564885, ENST00000565368, ENST00000565961, ENST00000567751, ENST00000569246, ENST00000570000"
"71"	"ENSG00000005206"	"ENST00000613503"	0.0373037714708388	0.186773988180081	14	"ENST00000613503, ENST00000610743, ENST00000612623, ENST00000589515, ENST00000587851, ENST00000585725, ENST00000614784, ENST00000618220, ENST00000586111, ENST00000586332, ENST00000593243, ENST00000614794, ENST00000621568, ENST00000622308"
"72"	"ENSG00000005238"	"ENST00000378566"	0.0703103449550754	0.30130905061238	9	"ENST00000378566, ENST00000378557, ENST00000605392, ENST00000322813, ENST00000488109, ENST00000603301, ENST00000378561, ENST00000605104, ENST00000605244"
"73"	"ENSG00000005243"	"ENST00000621465"	7.36909852058589e-29	3.58282214124691e-27	10	"ENST00000621465, ENST00000579263, ENST00000581637, ENST00000581756, ENST00000612370, ENST00000583414, ENST00000584955, ENST00000580174, ENST00000580409, ENST00000585182"
"74"	"ENSG00000005249"	"ENST00000265717"	1.39427727080866e-46	1.18884756643245e-44	3	"ENST00000265717, ENST00000393613, ENST00000488792"
"75"	"ENSG00000005302"	"ENST00000312196"	0.0127292569901406	0.0780742997558058	17	"ENST00000312196, ENST00000380692, ENST00000398527, ENST00000494268, ENST00000337339, ENST00000380693, ENST00000468149, ENST00000361672, ENST00000380691, ENST00000421368, ENST00000467141, ENST00000473380, ENST00000473806, ENST00000476743, ENST00000478462, ENST00000482871, ENST00000483645"
"76"	"ENSG00000005339"	"ENST00000382070"	5.24300228836352e-07	7.12106154962069e-06	12	"ENST00000382070, ENST00000262367, ENST00000572134, ENST00000570939, ENST00000571763, ENST00000571826, ENST00000572569, ENST00000573517, ENST00000573672, ENST00000574740, ENST00000575237, ENST00000576720"
"77"	"ENSG00000005379"	"ENST00000343736"	0.572090990519549	0.901445261951119	11	"ENST00000343736, ENST00000268893, ENST00000577871, ENST00000578486, ENST00000578511, ENST00000580669, ENST00000581675, ENST00000581692, ENST00000582679, ENST00000583624, ENST00000585149"
"78"	"ENSG00000005436"	"ENST00000472230"	0.0145013783666363	0.0870881441929308	11	"ENST00000472230, ENST00000321027, ENST00000427862, ENST00000470503, ENST00000409857, ENST00000442309, ENST00000470197, ENST00000470285, ENST00000486016, ENST00000492826, ENST00000541687"
"79"	"ENSG00000005448"	"ENST00000480089"	0.269671696224643	0.692836963452914	13	"ENST00000480089, ENST00000348227, ENST00000409791, ENST00000426787, ENST00000461531, ENST00000465134, ENST00000468778, ENST00000469321, ENST00000469932, ENST00000475328, ENST00000482605, ENST00000482880, ENST00000493982"
"80"	"ENSG00000005469"	"ENST00000331536"	1.41111904405082e-05	0.000159630894950075	7	"ENST00000331536, ENST00000442291, ENST00000419147, ENST00000412227, ENST00000469785, ENST00000479014, ENST00000488850"
"81"	"ENSG00000005483"	"ENST00000476671"	0.325816376501132	0.755461753486292	17	"ENST00000476671, ENST00000311117, ENST00000257745, ENST00000334884, ENST00000495267, ENST00000334914, ENST00000478079, ENST00000468607, ENST00000473063, ENST00000474203, ENST00000478990, ENST00000479838, ENST00000480368, ENST00000482560, ENST00000485619, ENST00000496191, ENST00000622386"
"82"	"ENSG00000005486"	"ENST00000006777"	3.18856883045641e-36	1.97102786148056e-34	9	"ENST00000006777, ENST00000454791, ENST00000468304, ENST00000467406, ENST00000428119, ENST00000318622, ENST00000466232, ENST00000468644, ENST00000476218"
"83"	"ENSG00000005513"	"ENST00000293894"	0.237789570635697	0.650901476802857	2	"ENST00000293894, ENST00000566034"
"84"	"ENSG00000005700"	"ENST00000306270"	0.224523933393815	0.632070724846985	10	"ENST00000306270, ENST00000445419, ENST00000505222, ENST00000510291, ENST00000610980, ENST00000369751, ENST00000471036, ENST00000503400, ENST00000503631, ENST00000508381"
"85"	"ENSG00000005801"	"ENST00000354599"	0.0287139388393156	0.151789333177298	30	"ENST00000354599, ENST00000429541, ENST00000005082, ENST00000399602, ENST00000330692, ENST00000343338, ENST00000427810, ENST00000438262, ENST00000524857, ENST00000525313, ENST00000525502, ENST00000526501, ENST00000526540, ENST00000526598, ENST00000526601, ENST00000527386, ENST00000528218, ENST00000528410, ENST00000528636, ENST00000528796, ENST00000529085, ENST00000529228, ENST00000529678, ENST00000529789, ENST00000530643, ENST00000532539, ENST00000533036, ENST00000534569, ENST00000618467, ENST00000620374"
"86"	"ENSG00000005810"	"ENST00000429715"	0.138968787015967	0.479591588028368	12	"ENST00000429715, ENST00000485061, ENST00000491491, ENST00000357337, ENST00000544440, ENST00000498073, ENST00000482517, ENST00000462987, ENST00000466564, ENST00000474882, ENST00000486679, ENST00000612956"
"87"	"ENSG00000005812"	"ENST00000355619"	1.59887644983484e-19	5.02665175900529e-18	6	"ENST00000355619, ENST00000417323, ENST00000477982, ENST00000470210, ENST00000472949, ENST00000485797"
"88"	"ENSG00000005882"	"ENST00000503176"	0.0117445602012771	0.0730603234166799	16	"ENST00000503176, ENST00000007708, ENST00000505897, ENST00000515040, ENST00000503614, ENST00000503076, ENST00000505440, ENST00000506242, ENST00000506647, ENST00000508030, ENST00000508960, ENST00000510219, ENST00000511026, ENST00000512204, ENST00000512238, ENST00000614357"
"89"	"ENSG00000005884"	"ENST00000506437"	0.297338030813377	0.72494150585434	16	"ENST00000506437, ENST00000505306, ENST00000506401, ENST00000515147, ENST00000512553, ENST00000506827, ENST00000570989, ENST00000320031, ENST00000007722, ENST00000504417, ENST00000505552, ENST00000505612, ENST00000507771, ENST00000508100, ENST00000510809, ENST00000514834"
"90"	"ENSG00000005889"	"ENST00000428571"	0.25779229367477	0.677951662186369	11	"ENST00000428571, ENST00000379177, ENST00000379188, ENST00000304543, ENST00000338565, ENST00000419690, ENST00000459724, ENST00000474385, ENST00000480195, ENST00000497813, ENST00000539115"
"91"	"ENSG00000005893"	"ENST00000200639"	9.15890768057199e-25	3.74579588260903e-23	4	"ENST00000200639, ENST00000371335, ENST00000434600, ENST00000486593"
"92"	"ENSG00000006007"	"ENST00000353258"	1.32005375336249e-27	6.0778216164475e-26	5	"ENST00000353258, ENST00000564172, ENST00000563645, ENST00000569773, ENST00000569899"
"93"	"ENSG00000006015"	"ENST00000595077"	0.346861815133023	0.775351525255911	8	"ENST00000595077, ENST00000450195, ENST00000358607, ENST00000597371, ENST00000600997, ENST00000595490, ENST00000598375, ENST00000601736"
"94"	"ENSG00000006016"	"ENST00000392386"	1.76527798722579e-10	3.24235377976293e-09	5	"ENST00000392386, ENST00000596360, ENST00000597131, ENST00000594325, ENST00000593286"
"95"	"ENSG00000006025"	"ENST00000007414"	0.134694733133877	0.470096819413303	11	"ENST00000007414, ENST00000392507, ENST00000578461, ENST00000579728, ENST00000580140, ENST00000580226, ENST00000580808, ENST00000583167, ENST00000584698, ENST00000585051, ENST00000613735"
"96"	"ENSG00000006042"	"ENST00000394642"	9.95312968765626e-10	1.71387140740573e-08	9	"ENST00000394642, ENST00000578289, ENST00000579849, ENST00000439138, ENST00000395149, ENST00000261713, ENST00000582227, ENST00000583120, ENST00000583437"
"97"	"ENSG00000006062"	"ENST00000344686"	4.8184043936425e-09	7.87118690316258e-08	5	"ENST00000344686, ENST00000592267, ENST00000376926, ENST00000586644, ENST00000617331"
"98"	"ENSG00000006118"	"ENST00000005286"	4.23883522575017e-11	8.13859539691148e-10	14	"ENST00000005286, ENST00000453848, ENST00000534983, ENST00000536409, ENST00000544065, ENST00000540112, ENST00000544098, ENST00000535480, ENST00000536928, ENST00000537065, ENST00000537110, ENST00000538090, ENST00000540276, ENST00000543732"
"99"	"ENSG00000006125"	"ENST00000621914"	8.58863915775576e-22	3.06707187205013e-20	22	"ENST00000621914, ENST00000614600, ENST00000610402, ENST00000587805, ENST00000612116, ENST00000616784, ENST00000620039, ENST00000618940, ENST00000588093, ENST00000588116, ENST00000589774, ENST00000590432, ENST00000590538, ENST00000591561, ENST00000591610, ENST00000592167, ENST00000593014, ENST00000612035, ENST00000616681, ENST00000619183, ENST00000621668, ENST00000628168"
"100"	"ENSG00000006194"	"ENST00000219069"	3.13734290833591e-07	4.35581515409574e-06	8	"ENST00000219069, ENST00000573578, ENST00000538765, ENST00000574253, ENST00000572748, ENST00000575332, ENST00000575823, ENST00000574674"
"101"	"ENSG00000006210"	"ENST00000565912"	0.577032994114377	0.903677333218709	4	"ENST00000565912, ENST00000006053, ENST00000563383, ENST00000564948"
"102"	"ENSG00000006282"	"ENST00000503127"	0.443152380222916	0.841401628816455	26	"ENST00000503127, ENST00000356488, ENST00000503063, ENST00000006658, ENST00000502911, ENST00000504265, ENST00000504271, ENST00000504334, ENST00000505085, ENST00000505336, ENST00000505456, ENST00000505559, ENST00000505656, ENST00000508528, ENST00000508598, ENST00000510917, ENST00000511347, ENST00000511605, ENST00000511845, ENST00000511937, ENST00000512181, ENST00000512416, ENST00000513618, ENST00000515526, ENST00000515619, ENST00000619622"
"103"	"ENSG00000006327"	"ENST00000326577"	4.85294155144015e-05	0.000511811051252419	7	"ENST00000326577, ENST00000574699, ENST00000341627, ENST00000571351, ENST00000573001, ENST00000575124, ENST00000575836"
"104"	"ENSG00000006432"	"ENST00000554752"	0.73048457059295	0.956869247208296	7	"ENST00000554752, ENST00000381250, ENST00000553414, ENST00000554024, ENST00000554146, ENST00000555993, ENST00000611979"
"105"	"ENSG00000006451"	"ENST00000005257"	4.64999480132593e-07	6.35606784726453e-06	5	"ENST00000005257, ENST00000434466, ENST00000468201, ENST00000436179, ENST00000466491"
"106"	"ENSG00000006453"	"ENST00000005260"	7.46766612488467e-05	0.000763376322700409	5	"ENST00000005260, ENST00000462558, ENST00000473569, ENST00000479789, ENST00000480580"
