"ens_gene"	"most_sig_transcript"	"pval"	"qval"	"num_transcripts"	"list_of_transcripts"
"12"	"ENSG00000001561"	"ENST00000321037"	0.418735433811043	0.827944419080257	1	"ENST00000321037"
"13"	"ENSG00000001617"	"ENST00000413852"	8.73479403660288e-21	2.96433457222328e-19	9	"ENST00000413852, ENST00000002829, ENST00000450338, ENST00000414301, ENST00000420831, ENST00000426511, ENST00000434342, ENST00000470737, ENST00000493743"
"14"	"ENSG00000001626"	"ENST00000003084"	0.282982836534344	0.707951106398269	11	"ENST00000003084, ENST00000426809, ENST00000429014, ENST00000446805, ENST00000468795, ENST00000472848, ENST00000546407, ENST00000600166, ENST00000608965, ENST00000610149, ENST00000621535"
"15"	"ENSG00000001629"	"ENST00000265742"	0.517697745242559	0.877789184282531	7	"ENST00000265742, ENST00000422095, ENST00000413588, ENST00000439883, ENST00000442183, ENST00000465883, ENST00000486698"
"16"	"ENSG00000001630"	"ENST00000003100"	0.0386286950095145	0.191619059809409	5	"ENST00000003100, ENST00000450723, ENST00000422867, ENST00000435873, ENST00000482924"
"17"	"ENSG00000001631"	"ENST00000394507"	0.293105413778766	0.720047312037049	25	"ENST00000394507, ENST00000340022, ENST00000475770, ENST00000394505, ENST00000412043, ENST00000444960, ENST00000486261, ENST00000433016, ENST00000394503, ENST00000413688, ENST00000422347, ENST00000425073, ENST00000425919, ENST00000430102, ENST00000440209, ENST00000445516, ENST00000452773, ENST00000454017, ENST00000458177, ENST00000458493, ENST00000466166, ENST00000470309, ENST00000487168, ENST00000489087, ENST00000611677"
"18"	"ENSG00000002016"	"ENST00000430095"	0.422797881421201	0.830374560088612	20	"ENST00000430095, ENST00000358495, ENST00000228345, ENST00000397230, ENST00000461568, ENST00000463750, ENST00000468231, ENST00000481052, ENST00000488642, ENST00000535376, ENST00000536177, ENST00000539046, ENST00000541619, ENST00000542297, ENST00000542584, ENST00000542785, ENST00000543912, ENST00000544742, ENST00000545564, ENST00000545967"
"19"	"ENSG00000002079"	"ENST00000439784"	0.433416950485865	0.836171453937903	7	"ENST00000439784, ENST00000413734, ENST00000425880, ENST00000429079, ENST00000452010, ENST00000453194, ENST00000453378"
"20"	"ENSG00000002330"	"ENST00000309032"	0.00287787173588861	0.0217036846365875	7	"ENST00000309032, ENST00000394531, ENST00000394532, ENST00000544271, ENST00000492141, ENST00000493798, ENST00000544785"
"21"	"ENSG00000002549"	"ENST00000606142"	0.0189561792470761	0.108780448546071	11	"ENST00000606142, ENST00000618908, ENST00000503467, ENST00000226299, ENST00000504614, ENST00000507960, ENST00000508014, ENST00000508497, ENST00000509583, ENST00000512397, ENST00000513105"
"22"	"ENSG00000002586"	"ENST00000449611"	0.303483733414659	0.732411411831695	12	"ENST00000449611, ENST00000623253, ENST00000482293, ENST00000381192, ENST00000624481, ENST00000381184, ENST00000482405, ENST00000381187, ENST00000381177, ENST00000381180, ENST00000497752, ENST00000611428"
"23"	"ENSG00000002745"	"ENST00000222462"	5.92091712558783e-71	9.16668876437306e-69	2	"ENST00000222462, ENST00000361301"
"24"	"ENSG00000002746"	"ENST00000395891"	0.389644047326112	0.809760801367034	11	"ENST00000395891, ENST00000453890, ENST00000429529, ENST00000461842, ENST00000464944, ENST00000471043, ENST00000471527, ENST00000481031, ENST00000490954, ENST00000492310, ENST00000493057"
"25"	"ENSG00000002822"	"ENST00000406869"	0.251618209706551	0.669839259198003	23	"ENST00000406869, ENST00000429625, ENST00000399654, ENST00000265854, ENST00000402746, ENST00000421113, ENST00000429779, ENST00000437877, ENST00000438959, ENST00000444373, ENST00000445959, ENST00000450235, ENST00000455998, ENST00000459731, ENST00000464742, ENST00000468372, ENST00000469871, ENST00000477172, ENST00000481633, ENST00000483165, ENST00000486340, ENST00000491858, ENST00000496548"
"26"	"ENSG00000002834"	"ENST00000318008"	6.51664275956782e-51	6.1956467201123e-49	9	"ENST00000318008, ENST00000435347, ENST00000584106, ENST00000585841, ENST00000579123, ENST00000443937, ENST00000419929, ENST00000433206, ENST00000581485"
"27"	"ENSG00000002919"	"ENST00000359238"	0.0293412756086856	0.154427646219968	13	"ENST00000359238, ENST00000582104, ENST00000393405, ENST00000452859, ENST00000577310, ENST00000578861, ENST00000580219, ENST00000580875, ENST00000581298, ENST00000581705, ENST00000582481, ENST00000583320, ENST00000584335"
"28"	"ENSG00000003056"	"ENST00000000412"	1.58186981858709e-05	0.000178121113718953	13	"ENST00000000412, ENST00000541507, ENST00000543704, ENST00000537621, ENST00000544245, ENST00000536844, ENST00000539143, ENST00000540837, ENST00000543159, ENST00000543258, ENST00000543834, ENST00000543845, ENST00000544193"
"29"	"ENSG00000003096"	"ENST00000469946"	0.00449868281947268	0.0322291347803547	11	"ENST00000469946, ENST00000371882, ENST00000540167, ENST00000262820, ENST00000371876, ENST00000371878, ENST00000447671, ENST00000453826, ENST00000539496, ENST00000541812, ENST00000545703"
"30"	"ENSG00000003147"	"ENST00000455539"	0.42332368511308	0.830555393667589	18	"ENST00000455539, ENST00000265577, ENST00000317367, ENST00000339809, ENST00000396675, ENST00000401396, ENST00000402384, ENST00000406470, ENST00000407906, ENST00000422063, ENST00000430867, ENST00000446305, ENST00000447326, ENST00000457755, ENST00000470696, ENST00000476942, ENST00000486677, ENST00000490041"
"31"	"ENSG00000003249"	"ENST00000002501"	4.66971275000546e-14	1.09720050377822e-12	7	"ENST00000002501, ENST00000568838, ENST00000623401, ENST00000304733, ENST00000392973, ENST00000568330, ENST00000568662"
"32"	"ENSG00000003393"	"ENST00000264276"	0.00201361281311522	0.0157514255240558	12	"ENST00000264276, ENST00000439495, ENST00000496244, ENST00000467448, ENST00000482789, ENST00000409632, ENST00000410052, ENST00000462747, ENST00000482891, ENST00000483703, ENST00000489440, ENST00000494017"
"33"	"ENSG00000003402"	"ENST00000309955"	7.66113472639698e-15	1.89202336893597e-13	25	"ENST00000309955, ENST00000395148, ENST00000443227, ENST00000440180, ENST00000341582, ENST00000423241, ENST00000433445, ENST00000490965, ENST00000457277, ENST00000441224, ENST00000474842, ENST00000342795, ENST00000341222, ENST00000340870, ENST00000417748, ENST00000425030, ENST00000439154, ENST00000460961, ENST00000461422, ENST00000461820, ENST00000462763, ENST00000470178, ENST00000470664, ENST00000479953, ENST00000494258"
"34"	"ENSG00000003436"	"ENST00000426055"	2.61510800227405e-47	2.26370286446848e-45	13	"ENST00000426055, ENST00000233156, ENST00000453013, ENST00000481132, ENST00000409676, ENST00000392365, ENST00000417013, ENST00000420747, ENST00000437725, ENST00000339091, ENST00000421427, ENST00000435414, ENST00000481389"
"35"	"ENSG00000003509"	"ENST00000002125"	0.142745955641489	0.486532523900772	13	"ENST00000002125, ENST00000474257, ENST00000439218, ENST00000474154, ENST00000336237, ENST00000416653, ENST00000419278, ENST00000431821, ENST00000432075, ENST00000441905, ENST00000455230, ENST00000469831, ENST00000483999"
"36"	"ENSG00000003756"	"ENST00000347869"	0.00798656399391373	0.0528233605807774	26	"ENST00000347869, ENST00000469838, ENST00000496179, ENST00000417905, ENST00000464988, ENST00000464087, ENST00000395174, ENST00000475128, ENST00000475590, ENST00000489437, ENST00000471995, ENST00000404526, ENST00000433556, ENST00000437500, ENST00000438369, ENST00000441305, ENST00000441812, ENST00000461242, ENST00000462025, ENST00000474470, ENST00000474818, ENST00000479275, ENST00000492430, ENST00000492472, ENST00000493993, ENST00000494360"
"37"	"ENSG00000003987"	"ENST00000180173"	0.553222189080007	0.893619119112347	9	"ENST00000180173, ENST00000517317, ENST00000518272, ENST00000519122, ENST00000519590, ENST00000519763, ENST00000521177, ENST00000521857, ENST00000523571"
"38"	"ENSG00000003989"	"ENST00000494857"	0.0583076588816453	0.263420257373703	5	"ENST00000494857, ENST00000398090, ENST00000522656, ENST00000004531, ENST00000470360"
"39"	"ENSG00000004059"	"ENST00000000233"	7.84992995168159e-10	1.37246557616487e-08	6	"ENST00000000233, ENST00000489673, ENST00000463733, ENST00000415666, ENST00000459680, ENST00000467281"
"40"	"ENSG00000004139"	"ENST00000585482"	1.83776721722337e-07	2.61964898599754e-06	8	"ENST00000585482, ENST00000585453, ENST00000379061, ENST00000577870, ENST00000578128, ENST00000579593, ENST00000580711, ENST00000582323"
"41"	"ENSG00000004142"	"ENST00000540200"	3.47674796015772e-28	1.63006357930725e-26	2	"ENST00000540200, ENST00000618887"
"42"	"ENSG00000004399"	"ENST00000504524"	0.251320516477584	0.669486919316619	17	"ENST00000504524, ENST00000512744, ENST00000501038, ENST00000324093, ENST00000514990, ENST00000505237, ENST00000511018, ENST00000508630, ENST00000506979, ENST00000503166, ENST00000504689, ENST00000504767, ENST00000504979, ENST00000505505, ENST00000505665, ENST00000512807, ENST00000515191"
"43"	"ENSG00000004455"	"ENST00000373449"	1.46439561536657e-20	4.91440427697837e-19	15	"ENST00000373449, ENST00000354858, ENST00000482191, ENST00000548033, ENST00000491241, ENST00000467905, ENST00000480134, ENST00000550338, ENST00000466029, ENST00000469238, ENST00000487289, ENST00000548559, ENST00000551979, ENST00000626911, ENST00000629371"
"44"	"ENSG00000004478"	"ENST00000001008"	3.768318481882e-34	2.18447376248917e-32	8	"ENST00000001008, ENST00000543037, ENST00000538622, ENST00000540260, ENST00000539181, ENST00000543769, ENST00000544366, ENST00000630279"
"45"	"ENSG00000004487"	"ENST00000356634"	2.5767371853593e-11	5.02071851953374e-10	6	"ENST00000356634, ENST00000400181, ENST00000602503, ENST00000494920, ENST00000465864, ENST00000481879"
"46"	"ENSG00000004534"	"ENST00000454079"	0.0070568630416633	0.0474267470911522	20	"ENST00000454079, ENST00000425608, ENST00000442092, ENST00000422955, ENST00000266022, ENST00000441115, ENST00000446471, ENST00000419610, ENST00000421682, ENST00000433811, ENST00000434592, ENST00000438912, ENST00000443081, ENST00000464013, ENST00000466247, ENST00000478026, ENST00000483350, ENST00000488807, ENST00000491874, ENST00000493652"
"47"	"ENSG00000004660"	"ENST00000348335"	0.53363972286587	0.884683006796478	4	"ENST00000348335, ENST00000381769, ENST00000158166, ENST00000573483"
"48"	"ENSG00000004700"	"ENST00000444129"	0.00125702614260416	0.0103181650933446	8	"ENST00000444129, ENST00000421138, ENST00000314748, ENST00000536964, ENST00000396093, ENST00000542432, ENST00000536240, ENST00000539672"
"49"	"ENSG00000004766"	"ENST00000305866"	1.25559108031765e-08	1.98038673163675e-07	20	"ENST00000305866, ENST00000544910, ENST00000458707, ENST00000251739, ENST00000436177, ENST00000438395, ENST00000441602, ENST00000443443, ENST00000458530, ENST00000467326, ENST00000471188, ENST00000474412, ENST00000476413, ENST00000477572, ENST00000477935, ENST00000480943, ENST00000484954, ENST00000485140, ENST00000485994, ENST00000495039"
"50"	"ENSG00000004776"	"ENST00000004982"	3.21912909575964e-06	3.98079803359562e-05	3	"ENST00000004982, ENST00000587965, ENST00000592984"
"51"	"ENSG00000004777"	"ENST00000587447"	0.00798201289695239	0.0528233605807774	13	"ENST00000587447, ENST00000378944, ENST00000314737, ENST00000007510, ENST00000221905, ENST00000586918, ENST00000587984, ENST00000588248, ENST00000589133, ENST00000590893, ENST00000591438, ENST00000593034, ENST00000601474"
"52"	"ENSG00000004779"	"ENST00000007516"	0.839915596137978	0.97830899254118	5	"ENST00000007516, ENST00000484769, ENST00000562133, ENST00000567761, ENST00000570319"
"53"	"ENSG00000004799"	"ENST00000005178"	4.39271143966758e-17	1.23480251083799e-15	5	"ENST00000005178, ENST00000468445, ENST00000473301, ENST00000473796, ENST00000498190"
"54"	"ENSG00000004809"	"ENST00000461487"	0.35066283854892	0.778345201940967	8	"ENST00000461487, ENST00000330550, ENST00000368919, ENST00000424139, ENST00000434949, ENST00000437378, ENST00000451557, ENST00000460159"
"55"	"ENSG00000004864"	"ENST00000265631"	0.0252500501957455	0.13699722840455	8	"ENST00000265631, ENST00000416240, ENST00000472162, ENST00000484495, ENST00000487710, ENST00000490072, ENST00000492869, ENST00000494085"
"56"	"ENSG00000004866"	"ENST00000265437"	0.0572413565566999	0.259978136732082	30	"ENST00000265437, ENST00000323984, ENST00000393446, ENST00000417919, ENST00000393444, ENST00000393447, ENST00000393443, ENST00000393449, ENST00000393451, ENST00000420755, ENST00000421345, ENST00000422922, ENST00000432298, ENST00000434836, ENST00000438863, ENST00000443979, ENST00000446490, ENST00000449366, ENST00000462544, ENST00000464020, ENST00000465133, ENST00000465641, ENST00000467538, ENST00000477742, ENST00000485394, ENST00000487459, ENST00000489293, ENST00000490039, ENST00000543837, ENST00000619382"
"57"	"ENSG00000004897"	"ENST00000066544"	3.3800338227763e-17	9.56960404686032e-16	19	"ENST00000066544, ENST00000527547, ENST00000533415, ENST00000570740, ENST00000531206, ENST00000575483, ENST00000571643, ENST00000573550, ENST00000525495, ENST00000526866, ENST00000528147, ENST00000528748, ENST00000532575, ENST00000532893, ENST00000570818, ENST00000573502, ENST00000574304, ENST00000575830, ENST00000576484"
"58"	"ENSG00000004961"	"ENST00000380762"	0.0349528176873043	0.177307180992468	3	"ENST00000380762, ENST00000321143, ENST00000380763"
"59"	"ENSG00000004975"	"ENST00000005340"	2.89996738896252e-10	5.25305156759931e-09	15	"ENST00000005340, ENST00000575458, ENST00000575756, ENST00000574143, ENST00000571745, ENST00000572285, ENST00000573354, ENST00000574591, ENST00000574642, ENST00000575086, ENST00000576285, ENST00000576439, ENST00000576840, ENST00000576949, ENST00000577154"
"60"	"ENSG00000005007"	"ENST00000262803"	0.477444690703333	0.859521937692117	13	"ENST00000262803, ENST00000596842, ENST00000599848, ENST00000594243, ENST00000594504, ENST00000598209, ENST00000598471, ENST00000600012, ENST00000600310, ENST00000600689, ENST00000600868, ENST00000601689, ENST00000601981"
"61"	"ENSG00000005020"	"ENST00000345317"	2.22055326509192e-18	6.66621277502257e-17	9	"ENST00000345317, ENST00000495802, ENST00000497511, ENST00000432747, ENST00000468712, ENST00000481204, ENST00000487720, ENST00000489977, ENST00000490456"
"62"	"ENSG00000005022"	"ENST00000317881"	1.43144114783043e-27	6.57885216327985e-26	4	"ENST00000317881, ENST00000463551, ENST00000460013, ENST00000475354"
"63"	"ENSG00000005059"	"ENST00000394650"	8.20429702392633e-11	1.54229347392188e-09	5	"ENST00000394650, ENST00000515114, ENST00000452915, ENST00000472310, ENST00000494604"
"64"	"ENSG00000005075"	"ENST00000292614"	0.355107532146113	0.782552914974954	2	"ENST00000292614, ENST00000393794"
"65"	"ENSG00000005100"	"ENST00000575153"	0.481235505633369	0.861698568496979	5	"ENST00000575153, ENST00000574023, ENST00000572490, ENST00000225296, ENST00000433302"
"66"	"ENSG00000005108"	"ENST00000423059"	0.000517434551681453	0.00460906198521051	5	"ENST00000423059, ENST00000408005, ENST00000480061, ENST00000497575, ENST00000617773"
"67"	"ENSG00000005156"	"ENST00000262327"	6.0100867674604e-05	0.00062459317866256	16	"ENST00000262327, ENST00000378526, ENST00000586119, ENST00000586407, ENST00000590630, ENST00000590181, ENST00000593099, ENST00000585370, ENST00000585740, ENST00000585941, ENST00000586058, ENST00000586435, ENST00000588109, ENST00000588713, ENST00000592244, ENST00000592690"
"68"	"ENSG00000005175"	"ENST00000380650"	0.116487032870394	0.428403760545668	7	"ENST00000380650, ENST00000547706, ENST00000551293, ENST00000005386, ENST00000432584, ENST00000548211, ENST00000548296"
"69"	"ENSG00000005189"	"ENST00000566993"	0.956805692279979	0.995538028048743	19	"ENST00000566993, ENST00000261377, ENST00000348433, ENST00000561474, ENST00000563045, ENST00000563068, ENST00000563617, ENST00000564200, ENST00000564274, ENST00000565340, ENST00000566276, ENST00000566518, ENST00000567297, ENST00000568046, ENST00000568334, ENST00000568476, ENST00000568501, ENST00000568647, ENST00000568894"
"70"	"ENSG00000005194"	"ENST00000568940"	0.00296421964932069	0.022253360083422	15	"ENST00000568940, ENST00000394391, ENST00000569979, ENST00000569370, ENST00000567518, ENST00000565786, ENST00000566284, ENST00000563341, ENST00000563561, ENST00000564885, ENST00000565368, ENST00000565961, ENST00000567751, ENST00000569246, ENST00000570000"
"71"	"ENSG00000005206"	"ENST00000613503"	0.0383504083356386	0.190506657150039	14	"ENST00000613503, ENST00000610743, ENST00000612623, ENST00000589515, ENST00000587851, ENST00000585725, ENST00000614784, ENST00000618220, ENST00000586111, ENST00000586332, ENST00000593243, ENST00000614794, ENST00000621568, ENST00000622308"
"72"	"ENSG00000005238"	"ENST00000378566"	0.0914764401660329	0.363684890212236	9	"ENST00000378566, ENST00000605392, ENST00000378557, ENST00000322813, ENST00000488109, ENST00000603301, ENST00000378561, ENST00000605104, ENST00000605244"
"73"	"ENSG00000005243"	"ENST00000621465"	7.36909852058589e-29	3.55918429488618e-27	10	"ENST00000621465, ENST00000579263, ENST00000581637, ENST00000581756, ENST00000612370, ENST00000583414, ENST00000584955, ENST00000580174, ENST00000580409, ENST00000585182"
"74"	"ENSG00000005249"	"ENST00000265717"	1.1954561222573e-46	1.01091004925867e-44	3	"ENST00000265717, ENST00000393613, ENST00000488792"
"75"	"ENSG00000005302"	"ENST00000312196"	0.00746744015902331	0.0498137166036383	17	"ENST00000312196, ENST00000380692, ENST00000398527, ENST00000494268, ENST00000337339, ENST00000468149, ENST00000380693, ENST00000361672, ENST00000380691, ENST00000421368, ENST00000467141, ENST00000473380, ENST00000473806, ENST00000476743, ENST00000478462, ENST00000482871, ENST00000483645"
"76"	"ENSG00000005339"	"ENST00000382070"	3.5959156557903e-08	5.46965561831327e-07	12	"ENST00000382070, ENST00000262367, ENST00000572134, ENST00000570939, ENST00000571763, ENST00000571826, ENST00000572569, ENST00000573517, ENST00000573672, ENST00000574740, ENST00000575237, ENST00000576720"
"77"	"ENSG00000005379"	"ENST00000343736"	0.565923314724431	0.898857558363919	11	"ENST00000343736, ENST00000268893, ENST00000577871, ENST00000578486, ENST00000578511, ENST00000580669, ENST00000581675, ENST00000581692, ENST00000582679, ENST00000583624, ENST00000585149"
"78"	"ENSG00000005436"	"ENST00000472230"	0.0125734192406359	0.0774708270994817	11	"ENST00000472230, ENST00000321027, ENST00000427862, ENST00000470503, ENST00000409857, ENST00000442309, ENST00000470197, ENST00000470285, ENST00000486016, ENST00000492826, ENST00000541687"
"79"	"ENSG00000005448"	"ENST00000480089"	0.256264423678622	0.676258838838816	13	"ENST00000480089, ENST00000348227, ENST00000409791, ENST00000426787, ENST00000461531, ENST00000465134, ENST00000468778, ENST00000469321, ENST00000469932, ENST00000475328, ENST00000482605, ENST00000482880, ENST00000493982"
"80"	"ENSG00000005469"	"ENST00000331536"	2.23583708237196e-05	0.000246770345221088	7	"ENST00000331536, ENST00000442291, ENST00000419147, ENST00000412227, ENST00000469785, ENST00000479014, ENST00000488850"
"81"	"ENSG00000005483"	"ENST00000476671"	0.303153040171072	0.732027813344358	17	"ENST00000476671, ENST00000311117, ENST00000257745, ENST00000334884, ENST00000495267, ENST00000478079, ENST00000334914, ENST00000468607, ENST00000473063, ENST00000474203, ENST00000478990, ENST00000479838, ENST00000480368, ENST00000482560, ENST00000485619, ENST00000496191, ENST00000622386"
"82"	"ENSG00000005486"	"ENST00000006777"	4.79904343650174e-38	3.14484630311422e-36	9	"ENST00000006777, ENST00000454791, ENST00000468304, ENST00000467406, ENST00000318622, ENST00000428119, ENST00000466232, ENST00000468644, ENST00000476218"
"83"	"ENSG00000005513"	"ENST00000293894"	0.256403798859077	0.676432227331109	2	"ENST00000293894, ENST00000566034"
"84"	"ENSG00000005700"	"ENST00000306270"	0.224523933393815	0.632090160422437	10	"ENST00000306270, ENST00000445419, ENST00000505222, ENST00000510291, ENST00000610980, ENST00000369751, ENST00000471036, ENST00000503400, ENST00000503631, ENST00000508381"
"85"	"ENSG00000005801"	"ENST00000354599"	0.038044259052756	0.189352957960226	30	"ENST00000354599, ENST00000429541, ENST00000005082, ENST00000399602, ENST00000330692, ENST00000343338, ENST00000427810, ENST00000438262, ENST00000524857, ENST00000525313, ENST00000525502, ENST00000526501, ENST00000526540, ENST00000526598, ENST00000526601, ENST00000527386, ENST00000528218, ENST00000528410, ENST00000528636, ENST00000528796, ENST00000529085, ENST00000529228, ENST00000529678, ENST00000529789, ENST00000530643, ENST00000532539, ENST00000533036, ENST00000534569, ENST00000618467, ENST00000620374"
"86"	"ENSG00000005810"	"ENST00000429715"	0.138968787015967	0.479010929618164	12	"ENST00000429715, ENST00000485061, ENST00000491491, ENST00000357337, ENST00000544440, ENST00000498073, ENST00000482517, ENST00000462987, ENST00000466564, ENST00000474882, ENST00000486679, ENST00000612956"
"87"	"ENSG00000005812"	"ENST00000355619"	7.05708461180063e-19	2.17593442197186e-17	6	"ENST00000355619, ENST00000417323, ENST00000477982, ENST00000470210, ENST00000472949, ENST00000485797"
"88"	"ENSG00000005882"	"ENST00000503176"	0.0207055473481148	0.116637987672215	16	"ENST00000503176, ENST00000007708, ENST00000505897, ENST00000515040, ENST00000503614, ENST00000503076, ENST00000505440, ENST00000506242, ENST00000506647, ENST00000508030, ENST00000508960, ENST00000510219, ENST00000511026, ENST00000512204, ENST00000512238, ENST00000614357"
"89"	"ENSG00000005884"	"ENST00000506437"	0.313257283320252	0.742020406940293	16	"ENST00000506437, ENST00000505306, ENST00000506401, ENST00000515147, ENST00000512553, ENST00000506827, ENST00000570989, ENST00000320031, ENST00000007722, ENST00000504417, ENST00000505552, ENST00000505612, ENST00000507771, ENST00000508100, ENST00000510809, ENST00000514834"
"90"	"ENSG00000005889"	"ENST00000428571"	0.25779229367477	0.678299758131217	11	"ENST00000428571, ENST00000379177, ENST00000379188, ENST00000304543, ENST00000338565, ENST00000419690, ENST00000459724, ENST00000474385, ENST00000480195, ENST00000497813, ENST00000539115"
"91"	"ENSG00000005893"	"ENST00000371335"	1.25364160916873e-22	4.73767435559377e-21	4	"ENST00000371335, ENST00000200639, ENST00000434600, ENST00000486593"
"92"	"ENSG00000006007"	"ENST00000353258"	1.21981951672214e-24	5.02085551280529e-23	5	"ENST00000353258, ENST00000563645, ENST00000564172, ENST00000569773, ENST00000569899"
"93"	"ENSG00000006015"	"ENST00000595077"	0.361449875411887	0.788762034896825	8	"ENST00000595077, ENST00000450195, ENST00000358607, ENST00000597371, ENST00000600997, ENST00000595490, ENST00000598375, ENST00000601736"
"94"	"ENSG00000006016"	"ENST00000392386"	1.76527798722583e-10	3.242353779763e-09	5	"ENST00000392386, ENST00000596360, ENST00000597131, ENST00000594325, ENST00000593286"
"95"	"ENSG00000006025"	"ENST00000007414"	0.111064479296515	0.415256036885299	11	"ENST00000007414, ENST00000392507, ENST00000578461, ENST00000579728, ENST00000580140, ENST00000580226, ENST00000580808, ENST00000583167, ENST00000584698, ENST00000585051, ENST00000613735"
"96"	"ENSG00000006042"	"ENST00000394642"	9.95312968765626e-10	1.72430064517899e-08	9	"ENST00000394642, ENST00000579849, ENST00000578289, ENST00000439138, ENST00000395149, ENST00000261713, ENST00000582227, ENST00000583120, ENST00000583437"
"97"	"ENSG00000006062"	"ENST00000344686"	3.78228450604072e-09	6.24631548540305e-08	5	"ENST00000344686, ENST00000592267, ENST00000376926, ENST00000586644, ENST00000617331"
"98"	"ENSG00000006118"	"ENST00000005286"	4.23883522575042e-11	8.13859539691196e-10	14	"ENST00000005286, ENST00000453848, ENST00000534983, ENST00000536409, ENST00000544065, ENST00000540112, ENST00000544098, ENST00000535480, ENST00000536928, ENST00000537065, ENST00000537110, ENST00000538090, ENST00000540276, ENST00000543732"
"99"	"ENSG00000006125"	"ENST00000621914"	8.58863915775207e-22	3.10165478251589e-20	22	"ENST00000621914, ENST00000614600, ENST00000610402, ENST00000587805, ENST00000612116, ENST00000616784, ENST00000620039, ENST00000618940, ENST00000588093, ENST00000588116, ENST00000589774, ENST00000590432, ENST00000590538, ENST00000591561, ENST00000591610, ENST00000592167, ENST00000593014, ENST00000612035, ENST00000616681, ENST00000619183, ENST00000621668, ENST00000628168"
"100"	"ENSG00000006194"	"ENST00000219069"	2.52911579734858e-07	3.54789321202103e-06	8	"ENST00000219069, ENST00000573578, ENST00000538765, ENST00000574253, ENST00000572748, ENST00000575332, ENST00000575823, ENST00000574674"
"101"	"ENSG00000006210"	"ENST00000565912"	0.579363236663926	0.904830593377592	4	"ENST00000565912, ENST00000006053, ENST00000563383, ENST00000564948"
"102"	"ENSG00000006282"	"ENST00000503127"	0.424608918997751	0.831099742439988	26	"ENST00000503127, ENST00000356488, ENST00000503063, ENST00000006658, ENST00000502911, ENST00000504265, ENST00000504271, ENST00000504334, ENST00000505085, ENST00000505336, ENST00000505456, ENST00000505559, ENST00000505656, ENST00000508528, ENST00000508598, ENST00000510917, ENST00000511347, ENST00000511605, ENST00000511845, ENST00000511937, ENST00000512181, ENST00000512416, ENST00000513618, ENST00000515526, ENST00000515619, ENST00000619622"
"103"	"ENSG00000006327"	"ENST00000326577"	4.85294155144015e-05	0.000512232728740578	7	"ENST00000326577, ENST00000574699, ENST00000341627, ENST00000571351, ENST00000573001, ENST00000575124, ENST00000575836"
"104"	"ENSG00000006432"	"ENST00000554752"	0.727971720997622	0.956143911280581	7	"ENST00000554752, ENST00000381250, ENST00000553414, ENST00000554024, ENST00000554146, ENST00000555993, ENST00000611979"
"105"	"ENSG00000006451"	"ENST00000005257"	4.64999480132593e-07	6.36966008003066e-06	5	"ENST00000005257, ENST00000434466, ENST00000468201, ENST00000436179, ENST00000466491"
"106"	"ENSG00000006453"	"ENST00000005260"	7.46118098480293e-05	0.000761801593078753	5	"ENST00000005260, ENST00000462558, ENST00000473569, ENST00000479789, ENST00000480580"
